Area,Year,Domain Code,Domain,Area Code (M49),Element Code,Element,Item Code (CPC),Item,Year Code,Value,Yield_Loss_Percent,Avg_Deaths,Avg_Damage_USD,Total_Events
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01703,"Chick peas, dry",2019,473.5,-43.008154636061604,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2019,2147,5.380988056938871,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01460,"Coconuts, in shell",2019,6792.8,-0.5179200331468822,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01232,Cucumbers and gherkins,2019,21686.6,-6.342310181825303,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01314,Dates,2019,5679.4,-25.605980184005645,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2019,33535.8,-11.94122516556292,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01233,Eggplants (aubergines),2019,10474.4,-2.5474339644808097,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01315,Figs,2019,2823.5,15.92222023703174,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01657,"Ginger, raw",2019,666.7,-43.345517093098266,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01330,Grapes,2019,5238.3,-19.918959754590002,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01252,Green garlic,2019,9291.2,0.422266520909691,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,0142,"Groundnuts, excluding shelled",2019,918.7,6.9010944466963835,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01922.01,"Jute, raw or retted",2019,1120.2,0.03569516330535995,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01922.02,"Kenaf, and other textile bast fibres, raw or retted",2019,605.3,-0,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01322,Lemons and limes,2019,5718.7,-5.790184434948296,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01704,"Lentils, dry",2019,461,1.0517278385919675,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01214,Lettuce and chicory,2019,1144.4,-8.176576235939125,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01441,Linseed,2019,726.2,0.21984061555371104,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,0112,Maize (corn),2019,5614,-12.991848646472778,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01316,"Mangoes, guavas and mangosteens",2019,10569,-6.0686651345302804,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,0118,Millet,2019,736.1,4.166124202577789,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01239.01,Okra,2019,7683.9,-0.08336046890263284,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2019,14025.5,0.6157705280462547,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01323,Oranges,2019,17447.9,NA,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01241.90,"Other beans, green",2019,5026.8,-10.292472080215907,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01355.90,Other berries and fruits of the genus vaccinium n.e.c.,2019,4770.5,0.041906757464641176,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01329,"Other citrus fruit, n.e.c.",2019,7541.5,NA,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01359.90,"Other fruits, n.e.c.",2019,6713,-17.13283662822145,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01379.90,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2019,902,4.540162980209543,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01449.90,"Other oil seeds, n.e.c.",2019,789.4,-0.06337938902268983,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01709.90,Other pulses n.e.c.,2019,773.2,-5.09718635313307,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01699,"Other stimulant, spice and aromatic crops, n.e.c.",2019,4568.7,-1.055076310550759,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01319,"Other tropical fruits, n.e.c.",2019,3723.9,NA,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01290.90,"Other vegetables, fresh n.e.c.",2019,13357.4,-0.9553321744388152,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01317,Papayas,2019,4588.1,0.9242263922779433,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01345,Peaches and nectarines,2019,7365.2,-26.0344296519388,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01342.01,Pears,2019,9072.1,1.5763664373901456,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01705,"Peas, dry",2019,671.4,0.10415116798096198,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01242,"Peas, green",2019,6804.9,-3.0561402977389296,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01707,"Pigeon peas, dry",2019,730.7,-4.415547299228365,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01375,"Pistachios, in shell",2019,2051.1,50.12401517362124,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01346,Plums and sloes,2019,8667.3,-10.546655782868216,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01321,Pomelos and grapefruits,2019,13110.3,NA,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01510,Potatoes,2019,24887.4,-5.143663471328565,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01235,"Pumpkins, squash and gourds",2019,10099.5,-0.44556277163912666,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01443,Rape or colza seed,2019,1296.9,-11.207340078888702,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,0113,Rice,2019,3665.3,4.6165456580008755,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01921.01,"Seed cotton, unginned",2019,1779.8,12.531944171417338,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01444,Sesame seed,2019,462,-7.843137254901967,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,0114,Sorghum,2019,605.6,1.7202207075624834,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,0141,Soya beans,2019,882.4,14.908389585342336,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01215,Spinach,2019,12358.6,-0.2555345539502397,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01801,Sugar beet,2019,38086.8,0.34981227351813055,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01802,Sugar cane,2019,63840.7,-4.726588516291164,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01445,Sunflower seed,2019,1281.4,8.855537378191904,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01530,Sweet potatoes,2019,9456.8,-18.69665629079224,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01324,"Tangerines, mandarins, clementines",2019,13489.3,-8.347791164658629,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01234,Tomatoes,2019,10157.7,-7.589077659619539,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01970,Unmanufactured tobacco,2019,2325.4,-0.9463448515367332,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01376,"Walnuts, in shell",2019,8704.3,-1.8487532616453906,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,01221,Watermelons,2019,39365.7,-153.32179307326993,25,NA,1
Pakistan,2019,QCL,Crops and livestock products,586,5412,Yield,0111,Wheat,2019,2805.9,1.5646377828451117,25,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01371,"Almonds, in shell",2020,2399.5,-7.949433147381672,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01341,Apples,2020,8675.3,-12.471964010216109,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01343,Apricots,2020,7793,-33.53095389044052,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01312,Bananas,2020,4594.7,-0.7101681169585436,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,0115,Barley,2020,963.6,0.47510844866763297,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01701,"Beans, dry",2020,873.1,-23.18002257336344,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01212,Cabbages,2020,17888.5,-10.54771748332993,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01229,Cantaloupes and other melons,2020,18443.4,-11.979745359829524,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01251,Carrots and turnips,2020,16443,4.857514827137278,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01447,Castor oil seeds,2020,845.3,24.862222222222226,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01213,Cauliflowers and broccoli,2020,18111,-7.2005682322649385,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01344.02,Cherries,2020,2660.1,-4.897669466461604,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01703,"Chick peas, dry",2020,527.2,-11.341077085533273,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,2329.8,-8.514205868653944,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01460,"Coconuts, in shell",2020,7949.3,-17.025379813920622,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01232,Cucumbers and gherkins,2020,19697.8,9.170639934337329,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01314,Dates,2020,5858.5,-3.1535021305067503,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,39422.9,-17.554672916703932,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01233,Eggplants (aubergines),2020,13503.7,-28.92098831436647,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01315,Figs,2020,1601.9,43.265450681777935,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01657,"Ginger, raw",2020,500,25.00374981250938,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01330,Grapes,2020,5679.5,-8.422579844606071,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01252,Green garlic,2020,9085.7,2.2117702772515924,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,0142,"Groundnuts, excluding shelled",2020,892.6,2.840970937193863,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01922.01,"Jute, raw or retted",2020,1120.4,-0.017853954650959247,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01922.02,"Kenaf, and other textile bast fibres, raw or retted",2020,605.4,-0.01652073352057207,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01322,Lemons and limes,2020,6101.4,-6.692080367915781,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01704,"Lentils, dry",2020,509.5,-10.52060737527115,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01214,Lettuce and chicory,2020,1196.6,-4.561342188046122,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01441,Linseed,2020,713.2,1.7901404571743318,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,0112,Maize (corn),2020,6305.4,-12.315639472746698,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01316,"Mangoes, guavas and mangosteens",2020,10935.1,-3.463903869807932,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,0118,Millet,2020,759.3,-3.1517456867273377,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01239.01,Okra,2020,10753.4,-39.947162248337435,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2020,14318.5,-2.0890520837046807,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01323,Oranges,2020,16289.1,6.64148694112186,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01241.90,"Other beans, green",2020,5574.3,-10.89162091191215,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01355.90,Other berries and fruits of the genus vaccinium n.e.c.,2020,4289.6,10.080704328686712,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01329,"Other citrus fruit, n.e.c.",2020,7693.8,-2.019492143472786,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01359.90,"Other fruits, n.e.c.",2020,6900.4,-2.7915983911812847,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01379.90,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,928.6,-2.9490022172949026,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01449.90,"Other oil seeds, n.e.c.",2020,798.1,-1.1021028629338796,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01709.90,Other pulses n.e.c.,2020,499.2,35.43714433523022,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01699,"Other stimulant, spice and aromatic crops, n.e.c.",2020,4252.4,6.923194781885441,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01319,"Other tropical fruits, n.e.c.",2020,4673.2,-25.492091624372286,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01290.90,"Other vegetables, fresh n.e.c.",2020,13344.7,0.0950783835177423,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01317,Papayas,2020,5211.8,-13.59386238312155,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01345,Peaches and nectarines,2020,7241.8,1.6754466952696414,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01342.01,Pears,2020,8940.5,1.4506012940774502,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01705,"Peas, dry",2020,642,4.378909740840033,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01242,"Peas, green",2020,7023.2,-3.207982483210631,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01707,"Pigeon peas, dry",2020,687.5,5.912139044751614,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01375,"Pistachios, in shell",2020,2114.8,-3.105650626493115,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01346,Plums and sloes,2020,8882,-2.477126671512475,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01321,Pomelos and grapefruits,2020,13170.8,-0.4614692264860453,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01510,Potatoes,2020,24561.2,1.310703408150312,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01235,"Pumpkins, squash and gourds",2020,13860.7,-37.241447596415675,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01443,Rape or colza seed,2020,1403.3,-8.204179196545597,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,0113,Rice,2020,3786.3,-3.3012304586254877,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01446,Safflower seed,2020,2576.9,-137.8750115388166,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01921.01,"Seed cotton, unginned",2020,1661.6,6.641195639959549,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01444,Sesame seed,2020,599.9,-29.84848484848484,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,0114,Sorghum,2020,764.3,-26.205416116248337,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,0141,Soya beans,2020,1110.5,-25.84995466908432,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01215,Spinach,2020,11060.4,10.504426067677574,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01801,Sugar beet,2020,38120.6,-0.08874465694150108,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01802,Sugar cane,2020,69534.1,-8.918135296135551,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01445,Sunflower seed,2020,1457.4,-13.734977368503198,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01530,Sweet potatoes,2020,8035.7,15.027281955841296,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01324,"Tangerines, mandarins, clementines",2020,13458.4,0.22907044842949328,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01234,Tomatoes,2020,10273.7,-1.14199080500507,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01970,Unmanufactured tobacco,2020,2616.2,-12.505375419282691,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01376,"Walnuts, in shell",2020,8528.5,2.019691416885899,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,01221,Watermelons,2020,43356.8,-10.138521606373075,66,NA,1
Pakistan,2020,QCL,Crops and livestock products,586,5412,Yield,0111,Wheat,2020,2867.5,-2.195374033286999,66,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01371,"Almonds, in shell",2021,2221.8,7.405709522817245,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01341,Apples,2021,9629.8,-11.002501354420021,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01343,Apricots,2021,10955.7,-40.583857307840375,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01312,Bananas,2021,4312.9,6.133153415892227,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,0115,Barley,2021,1000.4,-3.819012038190116,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01701,"Beans, dry",2021,871.2,0.2176153934257218,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01212,Cabbages,2021,19082.5,-6.674679263213797,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01229,Cantaloupes and other melons,2021,18643.3,-1.083856555732662,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01251,Carrots and turnips,2021,25363.6,-54.25165724016298,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01447,Castor oil seeds,2021,918.7,-8.683307701407795,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01213,Cauliflowers and broccoli,2021,26172.9,-44.51383137319861,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01344.02,Cherries,2021,2944.4,-10.687568136536228,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01703,"Chick peas, dry",2021,265,49.734446130500764,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2021,2251.9,3.3436346467507976,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01460,"Coconuts, in shell",2021,8517,-7.14150931528562,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01232,Cucumbers and gherkins,2021,20861,-5.905227995004522,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01314,Dates,2021,8685.3,-48.25125885465562,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01599.10,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2021,38172,3.173028874080804,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01233,Eggplants (aubergines),2021,14759.1,-9.296711271725524,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01315,Figs,2021,1474.5,7.953055746301272,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01657,"Ginger, raw",2021,666.7,-33.34000000000001,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01330,Grapes,2021,6709.2,-18.130117087771808,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01252,Green garlic,2021,9549.9,-5.10912753007472,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,0142,"Groundnuts, excluding shelled",2021,943,-5.64642617073717,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01922.01,"Jute, raw or retted",2021,1120.4,-0,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01922.02,"Kenaf, and other textile bast fibres, raw or retted",2021,605.3,0.01651800462504505,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01322,Lemons and limes,2021,8218.3,-34.69531582915396,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01704,"Lentils, dry",2021,591.4,-16.074582924435717,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01214,Lettuce and chicory,2021,1082.8,9.510279124185187,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01441,Linseed,2021,721.4,-1.1497476163768834,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,0112,Maize (corn),2021,5763.7,8.591048942176545,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01316,"Mangoes, guavas and mangosteens",2021,12537.9,-14.657387678210526,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,0118,Millet,2021,998.7,-31.529039905175832,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01239.01,Okra,2021,11190.1,-4.061041159075276,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01253.02,"Onions and shallots, dry (excluding dehydrated)",2021,14992.9,-4.709990571638088,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01323,Oranges,2021,16424.5,-0.8312307002842368,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01241.90,"Other beans, green",2021,5880,-5.4840966578763215,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01355.90,Other berries and fruits of the genus vaccinium n.e.c.,2021,4904.8,-14.341663558373735,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01329,"Other citrus fruit, n.e.c.",2021,6961.4,9.519353245470386,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01359.90,"Other fruits, n.e.c.",2021,8001.9,-15.962842733754565,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01379.90,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2021,925,0.387680379065262,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01449.90,"Other oil seeds, n.e.c.",2021,807.2,-1.140207993985719,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01709.90,Other pulses n.e.c.,2021,516.8,-3.5256410256410184,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01699,"Other stimulant, spice and aromatic crops, n.e.c.",2021,6287.5,-47.857680368732964,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01319,"Other tropical fruits, n.e.c.",2021,4258.7,8.869725241804332,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01290.90,"Other vegetables, fresh n.e.c.",2021,13225.5,0.8932385141666783,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01317,Papayas,2021,5529.2,-6.090026478375986,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01345,Peaches and nectarines,2021,8725,-20.481095860145267,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01342.01,Pears,2021,8818.3,1.3668139365807364,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01705,"Peas, dry",2021,655.7,-2.1339563862928417,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01242,"Peas, green",2021,8478.9,-20.72701902266773,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01359.01,Persimmons,2021,7468,NA,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01707,"Pigeon peas, dry",2021,716.8,-4.261818181818175,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01375,"Pistachios, in shell",2021,1605.9,24.063741252127862,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01346,Plums and sloes,2021,10213.5,-14.990993019590181,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01321,Pomelos and grapefruits,2021,13161.5,0.07061074498131681,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01510,Potatoes,2021,25063.7,-2.0459098089669885,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01235,"Pumpkins, squash and gourds",2021,15582.6,-12.422893504657049,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01443,Rape or colza seed,2021,1344.7,4.175871160835168,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,0113,Rice,2021,3953.2,-4.407997253255147,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01921.01,"Seed cotton, unginned",2021,2114.7,-27.26889744824265,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01444,Sesame seed,2021,640.7,-6.80113352225372,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,0114,Sorghum,2021,835.5,-9.31571372497711,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,0141,Soya beans,2021,872.7,21.413777577667716,2,NA,1
Pakistan,2021,QCL,Crops and livestock products,586,5412,Yield,01215,Spinach,2021,12355.1,-11.705724928574018,2,NA,1
